UserID	Gender	Age	Occupation	Zip-code	Cluseterid
1071	M	50	16	13045	3
1072	F	35	7	07601	6
1073	F	25	6	72211	17
1074	M	45	17	48073	2
1075	F	25	6	60660	11
1076	F	25	3	27606	10
1077	M	25	3	60660	14
1078	F	45	9	95661	16
1079	M	25	7	98115	17
1080	M	56	7	08854	5
1081	M	18	4	68144	14
1082	M	45	7	48170	5
1083	M	56	0	27705	15
1084	M	1	19	03226	0
1085	M	25	7	34695	11
1086	M	18	4	98225	17
1087	M	25	16	08826	7
1088	F	1	10	98103	18
1089	M	35	6	37853	6
1090	M	25	7	94105	17
1091	M	18	5	34556	14
1092	F	18	4	49525	14
1093	M	50	14	60504	1
1094	F	18	0	92626	17
1095	F	56	6	08753	5
1096	M	1	10	80439	18
1097	M	18	17	92109	8
1098	M	35	7	94945	9
1099	M	25	17	77059	8
1100	M	25	0	60090	13
1101	M	35	1	06417	6
1102	M	18	1	55408	14
1103	F	45	7	60605	16
1104	M	35	11	10023	6
1105	M	35	6	48105	11
1106	M	18	4	90241	17
1107	F	50	1	02324	15
1108	M	56	1	93003	12
1109	M	18	10	45904	11
1110	F	56	6	77005	16
1111	F	50	16	44319	3
1112	M	18	6	19104	10
1113	M	18	4	97215	17
1114	F	18	9	75801	19
1115	F	25	1	60551	13
1116	M	25	15	92121	19
1117	M	18	14	10017	7
1118	M	50	13	02718	3
1119	M	35	1	90504	9
1120	M	18	4	95616	17
1121	M	56	7	78701	16
1122	M	56	14	02632	3
1123	M	50	0	91789	12
1124	M	25	2	60156	13
1125	F	18	4	53715	14
1126	M	56	16	13031	3
1127	M	25	0	11788	10
1128	M	25	1	72701	17
1129	M	35	17	22309	7
1130	M	18	7	60012	14
1131	M	56	13	12570	3
1132	M	18	12	98225	19
1133	M	18	2	90038	17
1134	M	18	20	19114	7
1135	M	50	13	98201	1
1136	F	35	7	90274	9
1137	M	18	4	13165	10
1138	M	18	12	12047	7
1139	M	25	1	93420	17
1140	F	45	2	73069	12
1141	F	25	3	84770	17
1142	M	18	1	43623	14
1143	M	50	7	94024	16
1144	M	25	7	94025	17
1145	M	50	3	92103	12
1146	F	18	16	80260	8
1147	M	25	20	98101	8
1148	M	35	17	92618	8
1149	M	25	12	98103	19
1150	F	25	20	75226	8
1151	M	25	15	46805	4
1152	M	18	4	30328	10
1153	M	18	10	33024	11
1154	F	1	10	53545	18
1155	M	25	12	90278	19
1156	F	50	2	33334	15
1157	M	45	7	30253	5
1158	F	35	1	98026	9
1159	M	18	0	48314	14
1160	M	18	14	07017	7
1161	M	25	0	10025	10
1162	F	35	0	97213	9
1163	M	1	10	70448	18
1164	F	25	19	90020	8
1165	M	25	12	45014	11
1166	M	56	6	94030	16
1167	F	50	1	55126	15
1168	F	25	0	94109	17
1169	M	25	20	94402	8
1170	M	56	3	10023	15
1171	M	45	12	94114	1
1172	F	25	0	61801	13
1173	F	25	7	10019	10
1174	F	18	16	91780	8
1175	F	25	2	90020	17
1176	M	56	1	44256	15
1177	F	25	17	01453	7
1178	M	56	0	48186	15
1179	M	50	1	91030	12
1180	F	50	20	95503	1
1181	M	35	7	20716	6
1182	M	1	10	91326	18
1183	M	35	19	94598	8
1184	F	25	4	92354	17
1185	F	35	1	97374	9
1186	M	18	19	98502	8
1187	F	1	0	90210	18
1188	M	45	7	72212	16
1189	M	25	0	85712	17
1190	M	45	0	98031	12
1191	F	35	0	98117	9
1192	M	50	16	98103	1
1193	M	25	12	90712	19
1194	F	25	1	95617	17
1195	F	1	10	13907	0
1196	F	18	14	22203	7
1197	M	35	1	44077	13
1198	M	1	10	49544	18
1199	M	50	13	77459	1
1200	M	1	0	97222	18
1201	M	18	4	84112	17
1202	M	35	12	97006	19
1203	F	25	1	06417	10
1204	M	25	7	95076	17
1205	F	56	0	46814	15
1206	F	50	7	33764	5
1207	M	50	0	43617	15
1208	M	25	0	12590	10
1209	M	35	7	94127	9
1210	M	25	17	27519	7
1211	M	18	4	10027	10
1212	F	50	1	60089	12
1213	M	50	0	91505	12
1214	M	56	13	94558	1
1215	M	35	17	23602	7
1216	M	25	2	90292	17
1217	M	25	12	94118	19
1218	M	56	15	13207	3
1219	M	25	7	12206	10
1220	M	1	10	48073	18
1221	M	18	0	19134	10
1222	M	35	0	52162	13
1223	M	25	2	60102	13
1224	M	50	13	02125	3
1225	M	45	7	61081	16
1226	M	18	20	07087	7
1227	M	50	1	90027	12
1228	M	25	1	94720	17
1229	F	25	4	48219	14
1230	M	25	11	95125	19
1231	M	25	12	60515	11
1232	F	18	4	43235	14
1233	F	45	20	94519	1
1234	M	18	4	91006	17
1235	F	25	7	94043	17
1236	F	25	1	48316	13
1237	M	18	4	32720	14
1238	F	35	20	11215	7
1239	F	25	20	50111	4
1240	F	18	14	02144	7
1241	M	1	10	11803	0
1242	F	35	0	10014	6
1243	M	35	15	92627	8
1244	M	25	4	22030	10
1245	M	25	17	80461	8
1246	M	18	4	98225	17
1247	M	35	0	92649	9
1248	F	35	20	94598	8
1249	M	35	2	94587	9
1250	M	50	0	10573	15
1251	M	25	7	48188	11
1252	M	56	13	94134	1
1253	F	35	20	76205	8
1254	F	18	1	02144	10
1255	M	25	17	94110	8
1256	M	25	20	10002	7
1257	F	18	14	84101	19
1258	M	45	7	20879	5
1259	M	35	7	20200	6
1260	M	25	17	28262	7
1261	M	18	4	40205	14
1262	M	25	4	22903	10
1263	M	1	10	81301	18
1264	M	25	1	53711	13
1265	F	18	20	49321	4
1266	M	25	4	18104	10
1267	M	25	15	12203	7
1268	M	50	2	10028	15
1269	F	56	13	01234	3
1270	M	25	6	12230	10
1271	F	45	6	54401	5
1272	M	18	20	49506	4
1273	M	35	2	19123	6
1274	M	45	7	37343	5
1275	M	50	17	39567	3
1276	M	35	17	94041	8
1277	F	18	0	06360	10
1278	M	18	4	98312	17
1279	M	35	1	98502	9
1280	M	1	10	97801	18
1281	M	25	19	97209	8
1282	M	50	1	98541	12
1283	F	18	1	94607	17
1284	M	45	16	33334	3
1285	M	35	4	98125	9
1286	M	35	17	92630	8
1287	F	50	7	94611	16
1288	F	35	19	92867	8
1289	M	45	6	78750	16
1290	M	35	0	91504	9
1291	F	35	0	10011	6
1292	M	25	7	94904	17
1293	M	25	5	60074	14
1294	F	50	20	11217	3
1295	F	35	6	90036	9
1296	M	1	0	75244	18
1297	M	25	7	92109	17
1298	M	35	6	33615	6
1299	M	25	14	02038	7
1300	M	1	10	97201	18
1301	F	25	2	10475	10
1302	M	18	4	85282	17
1303	M	25	19	94111	8
1304	M	25	14	97203	19
1305	M	45	20	94121	1
1306	M	25	3	64068	14
1307	M	56	13	75703	1
1308	M	1	10	75082	18
1309	M	25	14	76051	19
1310	M	45	0	92866	12
1311	M	18	10	90274	19
1312	M	25	14	60153	4
1313	M	18	4	43214	14
1314	F	18	4	68154	14
1315	M	35	7	75214	9
1316	M	50	2	50310	15
1317	M	45	7	98028	16
1318	M	18	16	94014	8
1319	F	25	3	98626	17
1320	M	25	4	22030	10
1321	F	25	14	34639	4
1322	M	56	0	94043	12
1323	F	35	2	11218	6
1324	M	35	16	07030	7
1325	M	25	1	75230	17
1326	F	25	0	98115	17
1327	M	1	10	12159	0
1328	M	35	14	60657	2
1329	M	18	14	60194	4
1330	M	56	1	95117	12
1331	M	45	0	12065	15
1332	M	25	7	02840	10
1333	M	25	17	06460	7
1334	M	50	7	10805	5
1335	M	35	0	14228	6
1336	F	50	20	95051	1
1337	M	56	17	97146	1
1338	M	25	0	94108	17
1339	M	35	18	85275	8
1340	M	25	7	14302	10
1341	M	18	7	11434	10
1342	M	35	0	94560	9
1343	M	35	14	91324	19
1344	F	25	9	43420	11
1345	F	25	2	75070	17
1346	M	35	20	27607	2
1347	F	18	1	11375	10
1348	F	1	10	04240	0
1349	M	50	7	13088	5
1350	F	35	0	90278	9
1351	F	25	17	98034	8
1352	M	35	20	94122	8
1353	M	1	10	95926	18
1354	F	25	2	94040	17
1355	F	45	20	04240	3
1356	F	18	4	91706	17
1357	M	45	0	34116	15
1358	M	35	17	49508	2
1359	M	35	1	10918	6
1360	M	25	20	14895	7
1361	F	25	0	97401	17
1362	M	35	12	75069	19
1363	M	50	7	01915	5
1364	F	45	2	97214	12
1365	F	1	10	61665	18
1366	M	1	10	89509	18
1367	M	25	12	53707	11
1368	F	25	3	50266	14
1369	M	25	5	12308	10
1370	M	35	2	92821	9
1371	F	50	2	60657	12
1372	M	1	10	95123	18
1373	F	25	1	55104	13
1374	M	50	1	91403	12
1375	F	45	5	95136	16
1376	F	45	1	32750	15
1377	M	35	16	65270	2
1378	F	45	7	21044	5
1379	F	56	13	93448	1
1380	M	1	10	58078	18
1381	M	18	11	89170	19
1382	F	45	1	92100	12
1383	F	25	7	19806	10
1384	M	18	10	98058	19
1385	F	25	5	90262	17
1386	F	25	0	07026	10
1387	F	50	13	94702	1
1388	M	56	20	87107	1
1389	M	25	17	19801	7
1390	M	35	16	99352	8
1391	M	35	15	20723	7
1392	M	45	3	90006	12
1393	M	18	4	06430	10
1394	F	25	3	94117	17
1395	M	25	2	07026	10
1396	F	25	12	94530	19
1397	M	35	7	55901	11
1398	F	56	16	94904	1
1399	M	18	17	10804	7
1400	M	25	7	92130	17
1401	F	18	1	94578	17
1402	M	18	4	90601	17
1403	F	25	0	53713	13
1404	M	50	16	91360	1
1405	M	56	13	33445	3
1406	M	25	4	91911	17
1407	F	35	15	53704	2
1408	M	25	0	90046	17
1409	M	18	4	97215	17
1410	M	50	7	94404	16
1411	M	35	1	08107	6
1412	M	25	17	94089	8
1413	M	18	3	98122	17
1414	M	18	4	85035	17
1415	M	45	14	22901	3
1416	M	25	14	98101	19
1417	M	35	16	10472	7
1418	M	18	4	48197	14
1419	F	25	1	95336	17
1420	M	18	4	01375	10
1421	F	1	10	53704	18
1422	M	35	17	55934	2
1423	M	25	4	08540	10
1424	M	35	0	28209	13
1425	M	1	10	08872	0
1426	M	18	14	94070	19
1427	M	25	12	21401	7
1428	F	45	11	40204	5
1429	F	35	3	11229	6
1430	M	18	4	97215	17
1431	M	56	6	91011	16
1432	M	35	1	94549	9
1433	F	18	14	49505	4
1434	F	1	10	49532	18
1435	M	25	14	48103	4
1436	F	50	6	97005	16
1437	M	50	3	89102	12
1438	M	18	2	21222	10
1439	M	35	3	98037	9
1440	M	35	12	94520	19
1441	M	35	16	54729	2
1442	M	18	2	12345	10
1443	M	35	2	98055	9
1444	F	25	4	91106	17
1445	M	25	2	98109	17
1446	M	35	12	10128	7
1447	M	18	4	80521	17
1448	F	25	3	17522	10
1449	M	35	20	17112	7
1450	M	18	4	94704	17
1451	M	35	20	90012	8
1452	F	56	13	90732	1
1453	M	25	14	19444	7
1454	M	18	4	93117	17
1455	F	45	0	92126	12
1456	M	25	2	98074	17
1457	M	25	1	95472	17
1458	M	1	0	08055	0
1459	F	25	0	80027	17
1460	F	18	4	95132	17
1461	F	45	0	94115	12
1462	M	35	16	95405	8
1463	M	50	16	92612	1
1464	M	35	12	75063	19
1465	M	50	16	93003	1
1466	M	18	4	29201	10
1467	M	25	5	97007	17
1468	M	1	14	19147	0
1469	M	56	20	95420	1
1470	M	18	4	94118	17
1471	M	25	17	11106	7
1472	M	25	7	90248	17
1473	M	25	14	06511	7
1474	M	25	4	98115	17
1475	F	25	2	75075	17
1476	F	18	0	91030	17
1477	F	45	1	90601	12
1478	M	1	10	92620	18
1479	F	50	2	94501	12
1480	M	25	20	91367	8
1481	M	35	17	77096	8
1482	M	25	7	94132	17
1483	M	18	4	54481	14
1484	M	25	12	07054	7
1485	F	25	9	80538	19
1486	M	25	16	90638	8
1487	M	35	7	07644	6
1488	M	25	7	94538	17
1489	F	35	2	60201	13
1490	M	50	7	90505	16
1491	M	18	4	06511	10
1492	M	25	12	98102	19
1493	F	25	14	60657	4
1494	M	25	17	38104	4
1495	M	18	0	77341	17
1496	M	25	17	94108	8
1497	M	50	5	80220	16
1498	M	18	4	02139	10
1499	M	1	10	19343	0
1500	M	25	17	98115	8
1501	M	25	11	75801	19
1502	M	18	4	12188	10
1503	M	25	12	92688	19
1504	M	18	19	22030	7
1505	M	50	11	90041	16
1506	M	25	7	08550	10
1507	M	35	17	95476	8
1508	F	1	10	94539	18
1509	M	1	0	11803	0
1510	F	25	1	48067	13
1511	M	35	12	08902	7
1512	M	25	20	11102	7
1513	F	35	16	95003	8
1514	M	18	4	97215	17
1515	M	25	16	48324	4
1516	F	25	12	53154	11
1517	M	18	0	10002	10
1518	M	25	2	95831	17
1519	M	18	4	38120	14
1520	M	25	17	94506	8
1521	F	25	7	08902	10
1522	M	35	20	10025	7
1523	M	25	17	95209	8
1524	M	18	4	06459	10
1525	F	25	16	94706	8
1526	M	56	17	80538	1
1527	M	18	10	78230	19
1528	M	25	15	94903	19
1529	M	18	4	97266	17
1530	M	25	4	53711	14
1531	M	45	17	60462	2
1532	M	18	14	43613	4
1533	M	45	1	71711	12
1534	M	50	12	12184	3
1535	F	18	20	90036	8
1536	F	35	3	83001	9
1537	M	18	20	02446	7
1538	M	25	3	22601	10
1539	M	25	3	02359	10
1540	M	45	0	97214	12
1541	M	56	17	23464	3
1542	M	18	17	12054	7
1543	M	25	11	10549	7
1544	M	25	12	63146	11
1545	M	25	20	20009	7
1546	M	25	4	22903	10
1547	M	56	13	02115	3
1548	M	35	1	53703	13
1549	M	35	6	20901	6
1550	M	18	4	11580	10
1551	M	25	11	20008	7
1552	M	45	20	10021	3
1553	F	25	15	64116	4
1554	F	35	12	17013	7
1555	F	18	0	20008	10
1556	M	18	4	48073	14
1557	F	18	4	10039	10
1558	M	18	6	60611	14
1559	M	35	8	10014	6
1560	F	25	3	85226	17
1561	F	18	4	11214	10
1562	M	18	20	43611	4
1563	F	1	10	87123	18
1564	M	50	1	01096	15
1565	M	45	17	78731	1
1566	M	35	16	77550	8
1567	M	25	12	06511	7
1568	F	1	10	94086	18
1569	F	56	13	07701	3
1570	M	18	17	75093	4
1571	M	25	20	98033	8
1572	F	25	3	02155	10
1573	M	1	0	77479	18
1574	M	25	6	81007	17
1575	F	50	7	94949	16
1576	F	45	9	85202	16
1577	M	56	0	72227	12
1578	M	18	4	22201	10
1579	M	25	0	60201	13
1580	F	18	4	76201	17
1581	F	18	4	10003	10
1582	M	18	0	10705	10
1583	M	35	6	94115	9
1584	M	25	19	45701	4
1585	M	56	20	92315	1
1586	M	45	7	77351	16
1587	F	25	3	30308	10
1588	M	25	11	22043	7
1589	M	25	0	95136	17
1590	M	35	1	95003	9
1591	M	50	7	26501	5
1592	M	35	7	50111	11
1593	M	25	16	78411	8
1594	F	35	20	10013	7
1595	M	35	1	92683	9
1596	F	18	5	48108	14
1597	M	25	12	10002	7
1598	M	35	13	76548	19
1599	M	25	0	92646	17
1600	M	35	7	08234	6
1601	M	25	12	83001	19
1602	F	25	7	10562	10
1603	F	25	0	13326	10
1604	M	25	11	50111	11
1605	F	18	0	28270	10
1606	F	35	3	55405	13
1607	M	45	1	02135	15
1608	M	25	11	75230	19
1609	F	35	9	06830	6
1610	M	25	11	55555	11
1611	M	25	0	03867	10
1612	M	25	17	11354	7
1613	M	18	20	61801	4
1614	M	35	0	90027	9
1615	F	45	7	10022	5
1616	M	25	0	16101	10
1617	M	25	12	44060	11
1618	M	50	0	44139	15
1619	M	50	3	48843	15
1620	M	25	20	48009	4
1621	M	25	4	11423	10
1622	M	18	4	53715	14
1623	M	50	15	07746	3
1624	M	25	0	06810	10
1625	M	45	0	04330	15
1626	M	18	4	10010	10
1627	M	18	17	91505	8
1628	M	18	20	90028	8
1629	M	18	4	10003	10
1630	M	45	17	91355	1
1631	F	50	0	94514	12
1632	M	25	16	94120	8
1633	F	45	7	99701	16
1634	F	56	0	38340	15
1635	M	25	0	97212	17
1636	F	25	19	60612	4
1637	M	56	0	90049	12
1638	F	18	17	95405	8
1639	M	25	17	95405	8
1640	M	35	17	95610	8
1641	M	25	0	95819	17
1642	M	50	13	62002	1
1643	M	45	2	90813	12
1644	M	18	12	90210	19
1645	F	18	9	62225	11
1646	M	25	20	90046	8
1647	M	18	18	98118	8
1648	M	50	14	85202	1
1649	M	18	19	98034	8
1650	M	25	19	94607	8
1651	M	25	12	94520	19
1652	M	25	16	98208	8
1653	M	18	0	94044	17
1654	F	45	0	94114	12
1655	M	18	4	94507	17
1656	M	25	17	94122	8
1657	F	45	0	10022	15
1658	F	35	6	94214	9
1659	F	18	9	99703	19
1660	F	25	2	94577	17
1661	M	35	7	80526	9
1662	M	25	12	94121	19
1663	M	18	4	77845	17
1664	F	18	4	76707	17
1665	M	45	17	87505	1
1666	M	25	14	15241	7
1667	M	50	16	98516	1
1668	M	35	2	95602	9
1669	F	25	17	75006	8
1670	F	56	13	95320	1
1671	M	35	0	98368	9
1672	M	25	17	93933	8
1673	M	1	10	98043	18
1674	M	35	2	95816	9
1675	F	25	6	97116	17
1676	M	18	4	91301	17
1677	M	18	14	97123	19
1678	F	18	17	97070	8
1679	M	25	12	98052	19
1680	M	25	20	95380	8
1681	M	18	4	78705	17
1682	M	25	2	98102	17
1683	F	25	7	98109	17
1684	M	18	3	85226	17
1685	M	35	12	95833	19
1686	M	35	12	94062	19
1687	M	25	3	85013	17
1688	F	18	4	34243	14
1689	M	35	5	98465	9
1690	M	35	16	98029	8
1691	F	25	17	85301	8
1692	M	35	20	97333	8
1693	M	25	12	98684	19
1694	M	25	12	98116	19
1695	M	25	1	97206	17
1696	M	35	7	95765	9
1697	F	18	4	98052	17
1698	M	35	2	97214	9
1699	F	25	19	98102	8
1700	M	25	20	98119	8
1701	F	25	4	97233	17
1702	M	18	10	97303	19
1703	M	18	15	77047	19
1704	M	25	4	98926	17
1705	F	18	4	85033	17
1706	M	25	20	19134	7
1707	M	50	1	95070	12
1708	M	25	0	64106	13
1709	M	25	0	73147	17
1710	M	18	0	94530	17
1711	F	18	4	30134	10
1712	M	25	0	73003	17
1713	M	25	0	47421	13
1714	M	25	17	43212	4
1715	M	25	16	53406	4
1716	M	25	0	43229	13
1717	F	50	6	30307	5
1718	M	18	4	43235	14
1719	M	18	16	60523	4
1720	M	18	4	94720	17
1721	M	18	19	70043	4
1722	M	35	0	72058	9
1723	M	35	17	60103	2
1724	M	18	4	00961	10
1725	M	18	19	67218	4
1726	M	25	2	60160	13
1727	M	35	16	50317	2
1728	M	18	4	11710	10
1729	M	25	7	53715	11
1730	F	18	4	60137	14
1731	F	18	0	91601	17
1732	M	18	4	13655	10
1733	M	18	14	43725	4
1734	M	45	17	94602	1
1735	M	18	20	30605	4
1736	M	56	8	00606	5
1737	M	35	20	46614	2
1738	M	35	16	30034	2
1739	M	56	16	77079	1
1740	M	56	1	96153	12
1741	M	35	7	91107	9
1742	M	25	15	08109	7
1743	M	35	17	77566	8
1744	M	35	12	50325	2
1745	M	45	0	94114	12
1746	M	25	4	33157	10
1747	M	25	0	90638	17
1748	M	50	1	04240	15
1749	M	25	2	10040	10
1750	M	50	5	10128	5
1751	M	35	20	77024	8
1752	M	25	3	96813	17
1753	M	35	6	90803	9
1754	M	18	19	27028	4
1755	F	18	4	77005	17
1756	F	25	1	75149	17
1757	M	25	4	75206	17
1758	F	25	0	33067	13
1759	M	25	16	22112	7
1760	F	25	3	90016	17
1761	M	35	0	72058	9
1762	M	25	14	75230	19
1763	M	35	7	76248	9
1764	M	18	0	75149	17
1765	M	18	4	13655	10
1766	F	45	0	94566	12
1767	M	25	20	75205	8
1768	M	45	16	75067	1
1769	M	25	17	75240	8
1770	M	35	16	79605	8
1771	M	25	17	75044	8
1772	M	56	2	90680	12
1773	M	18	4	07030	10
1774	M	25	17	99003	8
1775	M	25	4	70115	17
1776	M	25	0	45801	13
1777	M	25	20	17022	7
1778	M	18	4	94704	17
1779	M	18	1	78133	17
1780	M	35	1	22181	6
1781	F	35	0	08009	6
1782	M	45	0	23454	15
1783	M	18	4	10027	10
1784	M	18	20	18104	7
1785	M	18	4	04901	10
1786	M	45	1	85721	12
1787	M	18	8	90210	17
1788	M	45	2	19104	15
1789	M	1	10	19116	0
1790	M	25	0	19152	10
1791	M	18	4	19146	10
1792	F	25	2	53523	13
1793	M	25	4	20008	10
1794	M	25	11	20878	7
1795	M	18	17	20724	7
1796	M	50	11	20852	3
1797	M	35	7	52003	11
1798	M	45	11	22204	5
1799	M	35	11	70118	11
1800	M	18	4	70118	14
1801	F	25	6	54729	11
1802	M	18	4	22903	10
1803	M	25	2	50021	13
1804	M	25	7	22314	10
1805	M	18	4	22401	10
1806	M	18	4	22032	10
1807	M	18	17	20742	7
1808	F	18	4	22031	10
1809	F	25	14	12189	7
1810	M	50	13	90210	1
1811	M	56	2	08825	15
1812	F	25	12	48103	11
1813	F	35	6	90035	9
1814	M	50	7	10014	5
1815	M	1	1	30707	0
1816	F	35	9	56007	11
1817	M	35	1	53706	13
1818	M	1	8	02254	0
1819	F	35	12	45249	2
1820	M	25	20	50265	4
1821	M	25	20	43315	4
1822	F	25	0	53713	13
1823	F	35	1	92801	9
1824	F	18	4	43560	14
1825	M	25	7	50310	11
1826	M	45	11	49265	2
1827	F	25	1	07721	10
1828	M	18	4	07030	10
1829	M	25	16	07302	7
1830	M	18	4	12180	10
1831	M	18	4	53190	14
1832	F	18	4	14433	10
1833	M	18	17	07030	7
1834	M	35	5	10990	6
1835	M	25	19	11501	7
1836	M	25	0	10016	10
1837	M	25	2	08817	10
1838	M	35	7	10011	6
1839	M	18	4	07940	10
1840	M	25	12	11217	7
1841	M	18	0	95037	17
1842	M	18	4	53190	14
1843	M	25	12	10014	7
1844	F	18	4	53711	14
1845	M	25	2	10002	10
1846	M	45	12	95051	1
1847	M	18	4	60047	14
1848	M	35	5	10011	6
1849	M	35	7	11747	6
1850	M	18	5	12582	10
1851	M	25	19	59602	4
1852	M	25	12	10036	7
1853	M	50	0	90803	12
1854	M	25	0	92346	17
1855	M	18	4	93004	17
1856	M	56	7	92065	16
1857	M	1	10	92106	18
1858	F	18	4	59715	14
1859	F	25	4	66049	14
1860	M	56	16	94591	1
1861	M	50	16	92129	1
1862	M	50	14	95129	1
1863	M	18	4	90048	17
1864	M	35	7	94306	9
1865	F	18	1	94606	17
1866	M	25	7	94043	17
1867	M	50	7	95008	16
1868	M	50	11	92346	16
1869	M	45	14	95148	1
1870	M	56	13	85248	1
1871	F	45	1	46774	15
1872	M	50	20	92106	1
1873	M	35	7	02127	6
1874	M	45	7	95076	16
1875	M	35	12	94107	19
1876	M	25	12	92024	19
1877	F	45	20	90069	1
1878	M	1	10	92846	18
1879	M	25	4	29732	10
1880	M	35	0	91006	9
1881	M	35	2	95008	9
1882	M	35	16	92352	8
1883	F	50	0	94521	12
1884	M	45	20	93108	1
1885	M	50	17	94611	1
1886	M	25	12	94086	19
1887	M	56	15	92119	1
1888	M	35	12	95124	19
1889	M	18	14	80023	19
1890	M	50	6	94702	16
1891	M	45	1	91335	12
1892	M	25	20	90066	8
1893	F	35	0	90024	9
1894	F	35	7	94602	9
1895	M	35	14	89119	19
1896	M	56	13	92115	1
1897	F	50	2	94530	12
1898	M	25	12	91101	19
1899	F	45	6	02135	6
1900	M	56	12	94109	1
1901	M	50	7	94024	16
1902	M	25	19	93536	8
1903	M	35	0	90401	9
1904	M	18	1	30115	10
1905	F	35	20	94118	8
1906	F	25	5	91311	17
1907	M	35	17	94804	8
1908	M	56	13	95129	1
1909	M	18	4	89146	17
1910	M	1	10	94707	18
1911	F	18	4	92805	17
1912	M	25	4	91325	17
1913	M	25	17	95126	8
1914	F	35	14	95051	19
1915	M	50	13	01938	3
1916	M	45	7	90405	16
1917	M	18	10	92704	19
1918	F	45	6	95209	16
1919	M	1	0	94525	18
1920	F	35	7	80122	9
1921	M	56	12	92780	1
1922	F	25	7	94303	17
1923	M	35	7	90026	9
1924	F	56	6	90630	16
1925	M	50	7	92886	16
1926	F	1	0	95404	18
1927	M	35	7	94806	9
1928	M	1	10	94501	18
1929	F	1	10	91107	18
1930	M	25	15	94550	19
1931	M	25	2	94114	17
1932	M	25	7	94114	17
1933	M	18	19	94703	8
1934	M	25	17	95014	8
1935	M	1	10	90405	18
1936	M	35	0	90026	9
1937	M	25	11	92335	19
1938	F	25	2	91351	17
1939	F	35	2	94930	9
1940	M	25	12	95158	19
1941	M	35	17	94550	8
1942	M	35	5	04901	6
1943	M	18	4	91501	17
1944	F	18	4	93107	17
1945	M	25	20	92866	8
1946	M	25	14	94110	19
1947	M	25	7	94041	17
1948	M	1	10	93111	18
1949	M	18	17	92595	8
1950	M	25	12	49024	11
1951	F	18	4	90630	17
1952	M	35	1	91030	9
1953	F	25	2	94566	17
1954	M	25	16	91402	8
1955	M	1	19	03109	0
1956	M	35	0	44280	13
1957	F	18	4	23185	10
1958	F	25	1	17055	10
1959	F	50	13	53092	2
1960	M	45	7	55555	5
1961	F	50	3	91911	12
1962	F	18	1	60914	14
1963	F	50	9	91941	16
1964	F	25	6	89523	17
1965	M	56	17	48304	3
1966	M	25	20	93637	8
1967	M	50	7	92116	16
1968	M	25	11	85258	19
1969	F	25	3	92116	17
1970	M	50	13	89052	1
1971	F	25	14	80230	19
1972	M	45	17	92111	1
1973	M	25	1	22903	10
1974	M	35	17	12159	7
1975	M	18	4	97361	17
1976	M	35	5	58703	11
1977	M	56	6	02726	5
1978	M	1	10	43357	18
1979	M	56	17	49506	3
1980	M	35	7	06460	6
1981	M	56	1	80303	12
1982	M	1	10	80540	18
1983	M	25	14	92109	19
1984	M	18	10	92130	19
1985	M	45	12	92122	1
1986	M	50	13	91977	1
1987	M	25	17	62629	4
1988	F	25	1	85224	17
1989	M	50	6	02090	5
1990	M	25	7	85257	17
1991	M	25	20	48309	4
1992	M	18	4	85259	17
1993	M	35	17	99508	8
1994	M	35	2	89012	9
1995	M	25	1	85364	17
1996	M	35	0	85621	9
1997	M	25	0	84108	17
1998	F	50	9	24018	5
1999	F	35	3	02113	6
2000	M	18	4	44685	14
2001	M	50	1	48197	15
2002	F	56	13	02136	3
2003	M	1	10	80014	18
2004	M	45	19	53572	2
2005	M	18	4	58601	14
2006	M	35	0	66048	13
2007	M	50	16	80442	1
2008	M	25	3	48220	14
2009	F	35	7	60625	11
2010	M	18	4	81520	17
2011	F	35	3	01545	6
2012	M	25	4	49456	14
2013	M	45	0	60543	12
2014	M	18	4	53233	14
2015	M	18	4	01003	10
2016	F	56	2	20783	15
2017	M	25	17	35808	4
2018	M	35	16	46214	2
2019	M	50	1	27705	15
2020	M	25	7	45011	11
2021	M	25	0	61364	13
2022	M	25	7	60137	11
2023	M	18	4	56001	14
2024	M	1	19	06614	0
2025	M	56	13	03440	3
2026	M	50	16	49277	2
2027	F	25	9	48021	11
2028	M	45	6	44131	5
2029	F	25	12	10011	7
2030	M	25	4	77345	17
2031	M	35	20	60640	2
2032	M	50	14	44614	3
2033	F	45	20	91436	1
2034	F	45	2	01851	15
2035	F	18	0	45212	14
2036	F	25	14	90046	19
2037	M	56	14	02468	3
2038	F	45	1	33301	15
2039	M	50	16	60060	1
2040	F	25	7	02494	10
2041	F	25	20	24015	7
2042	M	1	10	79358	18
2043	M	25	14	37931	4
2044	F	45	0	49408	15
2045	F	1	0	24179	0
2046	M	35	1	91711	9
2047	M	1	10	06437	0
2048	M	50	6	49456	5
2049	F	50	0	13210	15
2050	F	35	3	99504	9
2051	M	35	7	93906	9
2052	M	1	10	46033	18
2053	M	45	11	06416	3
2054	M	25	12	03110	7
2055	M	50	11	49008	5
2056	M	25	4	56301	14
2057	M	35	1	49417	13
2058	F	56	1	06437	15
2059	M	35	0	44130	13
2060	M	1	1	48304	14
2061	M	56	1	44107	15
2062	M	18	4	44646	14
2063	M	25	4	43138	14
2064	M	35	1	01020	6
2065	M	25	6	46807	11
2066	F	25	6	53202	11
2067	M	50	16	06430	3
